chr	start	end	size	artal	enhid
chr2	105913766	105914057	292	2	42537
chr2	105914844	105915261	418	2	42538
chr2	106017961	106018411	451	2	42539
chr2	106024842	106025211	370	2	42540
chr2	106026242	106026592	351	2	42541
chr2	106170192	106170593	402	2	42542
chr2	106827007	106827414	408	2	42543
chr2	107212964	107213132	169	2	42544
chr2	107409339	107409589	251	2	42545
chr2	108990011	108990319	309	2	42546
chr2	109237619	109237961	343	2	42547
chr2	109245907	109246284	378	2	42548
chr2	109267783	109268083	301	2	42549
chr2	109303269	109303669	401	2	42550
chr2	109337274	109337757	484	2	42551
chr2	109441881	109442184	304	2	42552
chr2	109521244	109521688	445	2	42553
chr2	109853611	109853983	373	2	42554
chr2	110449819	110450211	393	2	42555
chr2	110861907	110862257	351	2	42556
chr2	111411919	111412369	451	2	42557
chr2	111528711	111528957	247	2	42558
chr2	111826120	111826442	323	2	42559
chr2	111880937	111881075	139	2	42560
chr2	112677742	112678219	478	2	42561
chr2	112690333	112690866	534	2	42562
chr2	112785316	112785669	354	2	42563
chr2	112786670	112787184	515	2	42564
chr2	113033584	113034033	450	2	42565
chr2	113412744	113413144	401	2	42566
chr2	113956611	113956866	256	2	42567
chr2	114513929	114514329	401	2	42568
chr2	114564093	114564461	369	2	42569
chr2	116682727	116683166	440	2	42570
chr2	117959871	117960271	401	2	42571
chr2	118280957	118281333	377	2	42572
chr2	118483682	118484157	476	2	42573
chr2	118755057	118755370	314	2	42574
chr2	118843407	118843711	305	2	42575
chr2	120301761	120302293	533	2	42576
chr2	120634761	120635132	372	2	42577
chr2	120770444	120770657	214	2	42578
chr2	120770667	120770917	251	2	42579
chr2	120893476	120893826	351	2	42580
chr2	121404194	121404561	368	2	42581
chr2	121499183	121499561	379	2	42582
chr2	121820361	121820726	366	2	42583
chr2	121886443	121886911	469	2	42584
chr2	121983307	121983816	510	2	42585
chr2	122353916	122354261	346	2	42586
chr2	122583016	122583428	413	2	42587
chr2	123439307	123439669	363	2	42588
chr2	123859232	123859582	351	2	42589
chr2	123927994	123928357	364	2	42590
chr2	124401611	124402157	547	2	42591
chr2	124865811	124866161	351	2	42592
chr2	124907169	124907519	351	2	42593
chr2	126487366	126487711	346	2	42594
chr2	127838494	127839029	536	2	42595
chr2	128520161	128520511	351	2	42596
chr2	128655166	128655542	377	2	42597
chr2	129735782	129736032	251	2	42598
chr2	129897057	129897461	405	2	42599
chr2	130737293	130737643	351	2	42600
chr2	131113543	131113967	425	2	42601
chr2	131555343	131555667	325	2	42602
chr2	131818757	131819207	451	2	42603
chr2	131831861	131832294	434	2	42604
chr2	131850605	131850905	301	2	42605
chr2	131903161	131903482	322	2	42606
chr2	133026728	133026907	180	2	42607
chr2	133198383	133198716	334	2	42608
chr2	133366666	133367057	392	2	42609
chr2	133673819	133674169	351	2	42610
chr2	133772382	133772682	301	2	42611
chr2	134051494	134051934	441	2	42612
chr2	134195669	134196057	389	2	42613
chr2	134205757	134206161	405	2	42614
chr2	134255261	134255511	251	2	42615
chr2	134553061	134553427	367	2	42616
chr2	135117057	135117457	401	2	42617
chr2	135565143	135565607	465	2	42618
chr2	135762929	135763311	383	2	42619
chr2	136740924	136741269	346	2	42620
chr2	137496811	137497128	318	2	42621
chr2	138580711	138581066	356	2	42622
chr2	138721811	138722207	397	2	42623
chr2	139471093	139471494	402	2	42624
chr2	139587926	139588226	301	2	42625
chr2	139588932	139589339	408	2	42626
chr2	141791552	141791834	283	2	42627
chr2	142656869	142657219	351	2	42628
chr2	142665788	142666182	395	2	42629
chr2	143452916	143453281	366	2	42630
chr2	145061531	145061787	257	2	42631
chr2	145061982	145062256	275	2	42632
chr2	145915837	145916331	495	2	42633
chr2	146972088	146972456	369	2	42634
chr2	147743657	147744107	451	2	42635
chr2	148606682	148606957	276	2	42636
chr2	149524961	149525361	401	2	42637
chr2	149862244	149862644	401	2	42638
chr2	150195207	150195816	610	2	42639
chr2	150209769	150210119	351	2	42640
chr2	150283831	150284216	386	2	42641
chr2	150518361	150518711	351	2	42642
chr2	150976857	150977161	305	2	42643
chr2	151035207	151035592	386	2	42644
chr2	151064611	151064961	351	2	42645
chr2	151153316	151153744	429	2	42646
chr2	151334707	151335042	336	2	42647
chr2	151444607	151444907	301	2	42648
chr2	151458181	151458537	357	2	42649
chr2	151739919	151740219	301	2	42650
chr2	151886594	151886911	318	2	42651
chr2	152142544	152142944	401	2	42652
chr2	152573734	152574084	351	2	42653
chr2	152706311	152706661	351	2	42654
chr2	152709616	152709907	292	2	42655
chr2	152787707	152788069	363	2	42656
chr2	152866857	152867310	454	2	42657
chr2	152882144	152882661	518	2	42658
chr2	153330334	153330644	311	2	42659
chr2	153505969	153506411	443	2	42660
chr2	153811794	153812294	501	2	42661
chr2	154352184	154352616	433	2	42662
chr2	155440107	155440511	405	2	42663
chr2	157032476	157032869	394	2	42664
chr2	157191094	157191611	518	2	42665
chr2	157287607	157287961	355	2	42666
chr2	158693461	158693761	301	2	42667
chr2	158706157	158706461	305	2	42668
chr2	158870092	158870661	570	2	42669
chr2	159314531	159314781	251	2	42670
chr2	159395761	159396119	359	2	42671
chr2	159581331	159581792	462	2	42672
chr2	159892476	159892876	401	2	42673
chr2	159978207	159978557	351	2	42674
chr2	159994257	159994529	273	2	42675
chr2	160462261	160462694	434	2	42676
chr2	161491016	161491284	269	2	42677
chr2	162016861	162017243	383	2	42678
chr2	162598031	162598431	401	2	42679
chr2	162659466	162659866	401	2	42680
chr2	162890382	162890664	283	2	42681
chr2	163148327	163148661	335	2	42682
chr2	163439032	163439416	385	2	42683
chr2	163464524	163464814	291	2	42684
chr2	163979977	163980403	427	2	42685
chr2	164106632	164106889	258	2	42686
chr2	164515776	164516081	306	2	42687
chr2	164547534	164548044	511	2	42688
chr2	165145207	165145557	351	2	42689
chr2	165216692	165216992	301	2	42690
chr2	165560552	165560852	301	2	42691
chr2	165677969	165678311	343	2	42692
chr2	166649743	166650207	465	2	42693
chr2	167438384	167438716	333	2	42694
chr2	167629882	167630319	438	2	42695
chr2	167709682	167710069	388	2	42696
chr2	168916361	168916811	451	2	42697
chr2	169142907	169143307	401	2	42698
chr2	169820827	169821192	366	2	42699
chr2	169867126	169867426	301	2	42700
chr2	169948776	169949076	301	2	42701
chr2	170620611	170620924	314	2	42702
chr2	170655393	170655743	351	2	42703
chr2	170799064	170799324	261	2	42704
chr2	170807911	170808261	351	2	42705
chr2	170858757	170859057	301	2	42706
chr2	171163633	171163934	302	2	42707
chr2	171794694	171795061	368	2	42708
chr2	171830661	171831071	411	2	42709
chr2	171854657	171855014	358	2	42710
chr2	172010882	172011157	276	2	42711
chr2	172167411	172167811	401	2	42712
chr2	172290561	172291193	633	2	42713
chr2	172379943	172380207	265	2	42714
chr2	172720244	172720811	568	2	42715
chr2	172735031	172735561	531	2	42716
chr2	172754271	172754694	424	2	42717
chr2	172864593	172864993	401	2	42718
chr2	172960276	172960561	286	2	42719
chr2	173329192	173329515	324	2	42720
chr2	173803746	173804061	316	2	42721
chr2	173940474	173940767	294	2	42722
chr2	174056911	174057161	251	2	42723
chr2	175426028	175426387	360	2	42724
chr2	175434576	175434881	306	2	42725
chr2	175739007	175739276	270	2	42726
chr2	176642961	176643311	351	2	42727
chr2	176794769	176795169	401	2	42728
chr2	176941876	176942132	257	2	42729
chr2	177168561	177168876	316	2	42730
chr2	177320794	177321006	213	2	42731
chr2	177460761	177461111	351	2	42732
chr2	177612642	177612992	351	2	42733
chr2	177924307	177924761	455	2	42734
chr2	178057226	178057776	551	2	42735
chr2	178589281	178589531	251	2	42736
chr2	178677842	178678142	301	2	42737
chr2	178683242	178683587	346	2	42738
chr2	178970834	178971134	301	2	42739
chr2	179628842	179629142	301	2	42740
chr2	180443434	180443657	224	2	42741
chr2	180476937	180477292	356	2	42742
chr2	181010043	181010667	625	2	42743
chr2	181558243	181558619	377	2	42744
chr2	181564543	181564943	401	2	42745
chr2	182636032	182636361	330	2	42746
chr2	183523911	183524261	351	2	42747
chr2	183777742	183778142	401	2	42748
chr2	183896292	183896692	401	2	42749
chr2	184322357	184322707	351	2	42750
chr2	184442282	184442615	334	2	42751
chr2	184792316	184792761	446	2	42752
chr2	184861907	184862216	310	2	42753
chr2	186728961	186729444	484	2	42754
chr2	186843366	186843711	346	2	42755
chr2	187350483	187351217	735	2	42756
chr2	187386357	187386657	301	2	42757
chr2	187454743	187455143	401	2	42758
chr2	187553694	187554044	351	2	42759
chr2	189388811	189389244	434	2	42760
chr2	190215279	190215744	466	2	42761
chr2	190484126	190484476	351	2	42762
chr2	190627231	190627566	336	2	42763
chr2	190662994	190663394	401	2	42764
chr2	190678692	190679226	535	2	42765
chr2	190787255	190787703	449	2	42766
chr2	191187044	191187294	251	2	42767
chr2	191272557	191272993	437	2	42768
chr2	191281844	191282279	436	2	42769
chr2	191308861	191309261	401	2	42770
chr2	192109933	192110479	547	2	42771
chr2	192989311	192989642	332	2	42772
chr2	193367644	193367944	301	2	42773
chr2	193447520	193447966	447	2	42774
chr2	195895126	195895326	201	2	42775
chr2	195921494	195921794	301	2	42776
chr2	196021344	196021694	351	2	42777
chr2	196232526	196232876	351	2	42778
chr2	196460107	196460457	351	2	42779
chr2	196465519	196465919	401	2	42780
chr2	196602344	196602594	251	2	42781
chr2	196830971	196831366	396	2	42782
chr2	197749520	197749870	351	2	42783
chr2	197760026	197760421	396	2	42784
chr2	198352142	198352492	351	2	42785
chr2	198767081	198767381	301	2	42786
chr2	199116194	199116544	351	2	42787
chr2	199117194	199117544	351	2	42788
chr2	200941819	200942169	351	2	42789
chr2	201467961	201468357	397	2	42790
chr2	201573161	201573511	351	2	42791
chr2	201665379	201665727	349	2	42792
chr2	201675184	201675384	201	2	42793
chr2	202271261	202271844	584	2	42794
chr2	203359157	203359416	260	2	42795
chr2	203395843	203396319	477	2	42796
chr2	203433532	203433784	253	2	42797
chr2	203636507	203636907	401	2	42798
chr2	204595061	204595511	451	2	42799
chr2	204864911	204865311	401	2	42800
chr2	204895776	204896126	351	2	42801
chr2	205348238	205348681	444	2	42802
chr2	205841861	205842307	447	2	42803
chr2	208110438	208110738	301	2	42804
chr2	208169861	208170234	374	2	42805
chr2	208855519	208855869	351	2	42806
chr2	208920061	208920516	456	2	42807
chr2	209444669	209445011	343	2	42808
chr2	210288429	210288729	301	2	42809
chr2	210431076	210431376	301	2	42810
chr2	212071056	212071376	321	2	42811
chr2	212196205	212196531	327	2	42812
chr2	212725082	212725432	351	2	42813
chr2	213895757	213896161	405	2	42814
chr2	213945907	213946357	451	2	42815
chr2	214869594	214869944	351	2	42816
chr2	215424984	215425384	401	2	42817
chr2	215746461	215746866	406	2	42818
chr2	216262557	216262961	405	2	42819
chr2	217438929	217439169	241	2	42820
chr2	217951538	217951944	407	2	42821
chr2	218012657	218013069	413	2	42822
chr2	218112328	218112633	306	2	42823
chr2	218252907	218253411	505	2	42824
chr2	218267761	218268094	334	2	42825
chr2	218344246	218344707	462	2	42826
chr2	218506744	218507144	401	2	42827
chr2	218517979	218518344	366	2	42828
chr2	218743776	218744142	367	2	42829
chr2	218817966	218818344	379	2	42830
chr2	218891466	218891819	354	2	42831
chr2	219109477	219109727	251	2	42832
chr2	219151926	219152311	386	2	42833
chr2	219191007	219191366	360	2	42834
chr2	219434461	219434907	447	2	42835
chr2	219650411	219650807	397	2	42836
chr2	219757519	219757966	448	2	42837
chr2	219989561	219990306	746	2	42838
chr2	220024979	220025429	451	2	42839
chr2	220362724	220363057	334	2	42840
chr2	220462507	220462874	368	2	42841
chr2	221988361	221988682	322	2	42842
chr2	222606507	222606933	427	2	42843
chr2	222915594	222916107	514	2	42844
chr2	223273419	223273769	351	2	42845
chr2	223730229	223730584	356	2	42846
chr2	223954819	223955126	308	2	42847
chr2	224102557	224102961	405	2	42848
chr2	224311877	224312231	355	2	42849
chr2	224564163	224564611	449	2	42850
chr2	224647161	224647661	501	2	42851
chr2	224664037	224664476	440	2	42852
chr2	225702011	225702411	401	2	42853
chr2	226124861	226125271	411	2	42854
chr2	227605194	227605444	251	2	42855
chr2	227619878	227620261	384	2	42856
chr2	227665357	227665711	355	2	42857
chr2	228189894	228190144	251	2	42858
chr2	228331192	228331642	451	2	42859
chr2	228339244	228339528	285	2	42860
chr2	228786344	228786694	351	2	42861
chr2	229333227	229333527	301	2	42862
chr2	230158061	230158511	451	2	42863
chr2	230200076	230200426	351	2	42864
chr2	230383116	230383366	251	2	42865
chr2	230675487	230675842	356	2	42866
chr2	230712920	230713127	208	2	42867
chr2	230801011	230801593	583	2	42868
chr2	231035261	231035657	397	2	42869
chr2	231608361	231608793	433	2	42870
chr2	231744476	231744976	501	2	42871
chr2	231921369	231921769	401	2	42872
chr2	231994857	231995211	355	2	42873
chr2	232328543	232329202	660	2	42874
chr2	232651031	232651443	413	2	42875
chr2	233438481	233438777	297	2	42876
chr2	233606661	233607107	447	2	42877
chr2	233750119	233750661	543	2	42878
chr2	234163894	234164361	468	2	42879
chr2	234188907	234189319	413	2	42880
chr2	234283276	234283787	512	2	42881
chr2	234331107	234331407	301	2	42882
chr2	234438994	234439344	351	2	42883
chr2	234645366	234645666	301	2	42884
chr2	234835581	234835881	301	2	42885
chr2	235284911	235285307	397	2	42886
chr2	235465194	235465661	468	2	42887
chr2	235732457	235732834	378	2	42888
chr2	235810769	235811126	358	2	42889
chr2	235861311	235861561	251	2	42890
chr2	235879011	235879593	583	2	42891
chr2	235891755	235892219	465	2	42892
chr2	236497426	236497811	386	2	42893
chr2	236675019	236675319	301	2	42894
chr2	237357857	237358326	470	2	42895
chr2	237501461	237501911	451	2	42896
chr2	237897419	237897729	311	2	42897
chr2	238188879	238189234	356	2	42898
chr2	238418719	238418919	201	2	42899
chr2	238434492	238434792	301	2	42900
chr2	238449581	238449881	301	2	42901
chr2	238536216	238536493	278	2	42902
chr2	238762852	238763226	375	2	42903
chr2	238969484	238969707	224	2	42904
chr2	240034694	240035224	531	2	42905
chr2	240168093	240168707	615	2	42906
chr2	240232893	240233411	519	2	42907
chr2	240259417	240259766	350	2	42908
chr2	240614369	240614769	401	2	42909
chr2	240736561	240736857	297	2	42910
chr2	241393905	241394143	239	2	42911
chr2	242034626	242034834	209	2	42912
chr2	242190631	242191061	431	2	42913
chr2	242299943	242300461	519	2	42914
chr2	242701707	242702057	351	2	42915
chr2	242743256	242743707	452	2	42916
chr2	242838637	242838926	290	2	42917
chr20	238129	238555	427	2	42918
chr20	304905	305105	201	2	42919
chr20	347019	347405	387	2	42920
chr20	351055	351625	571	2	42921
chr20	388799	389105	307	2	42922
chr20	460180	460546	367	2	42923
chr20	720871	721212	342	2	42924
chr20	734655	734980	326	2	42925
chr20	787071	787371	301	2	42926
chr20	1347218	1347450	233	2	42927
chr20	1465018	1465450	433	2	42928
chr20	1467850	1468200	351	2	42929
chr20	2249471	2249871	401	2	42930
chr20	2348735	2349085	351	2	42931
chr20	2632905	2633205	301	2	42932
chr20	3154221	3154530	310	2	42933
chr20	3667530	3667950	421	2	42934
chr20	4751355	4751668	314	2	42935
chr20	4857180	4857650	471	2	42936
chr20	4868750	4869230	481	2	42937
chr20	4953600	4953855	256	2	42938
chr20	5093405	5093705	301	2	42939
chr20	5100138	5100519	382	2	42940
chr20	5106805	5107205	401	2	42941
chr20	5162268	5162568	301	2	42942
chr20	5593482	5593755	274	2	42943
chr20	5676725	5677271	547	2	42944
chr20	5957980	5958355	376	2	42945
chr20	6074705	6075055	351	2	42946
chr20	6081768	6082130	363	2	42947
chr20	6635155	6635630	476	2	42948
chr20	6684855	6685269	415	2	42949
chr20	7999880	8000288	409	2	42950
chr20	8025225	8025550	326	2	42951
chr20	8058950	8059200	251	2	42952
chr20	8107517	8107818	302	2	42953
chr20	8196000	8196500	501	2	42954
chr20	8265461	8265900	440	2	42955
chr20	9055005	9055305	301	2	42956
chr20	9100318	9100785	468	2	42957
chr20	9282529	9282855	327	2	42958
chr20	9404418	9404718	301	2	42959
chr20	10398800	10399235	436	2	42960
chr20	10522655	10523005	351	2	42961
chr20	10576055	10576600	546	2	42962
chr20	10640980	10641205	226	2	42963
chr20	10700505	10700739	235	2	42964
chr20	10721655	10722005	351	2	42965
chr20	10923685	10924050	366	2	42966
chr20	10939971	10940321	351	2	42967
chr20	11636780	11637179	400	2	42968
chr20	11887555	11888080	526	2	42969
chr20	12093935	12094475	541	2	42970
chr20	14114700	14115219	520	2	42971
chr20	14403605	14403955	351	2	42972
chr20	14801630	14802271	642	2	42973
chr20	15386817	15387171	355	2	42974
chr20	16405712	16406062	351	2	42975
chr20	16534129	16534479	351	2	42976
chr20	17424700	17425118	419	2	42977
chr20	17505330	17505655	326	2	42978
chr20	17598196	17598605	410	2	42979
chr20	17855855	17856275	421	2	42980
chr20	18547750	18548105	356	2	42981
chr20	19080321	19080762	442	2	42982
chr20	19256362	19256705	344	2	42983
chr20	19386936	19387355	420	2	42984
chr20	19388471	19388771	301	2	42985
chr20	19646249	19646562	314	2	42986
chr20	19731668	19731935	268	2	42987
chr20	19915800	19916031	232	2	42988
chr20	20532317	20532621	305	2	42989
chr20	20676080	20676430	351	2	42990
chr20	20753155	20753605	451	2	42991
chr20	20772350	20772730	381	2	42992
chr20	20793480	20793780	301	2	42993
chr20	21070105	21070380	276	2	42994
chr20	21222075	21222425	351	2	42995
chr20	21283805	21284155	351	2	42996
chr20	21547068	21547268	201	2	42997
chr20	21551990	21552345	356	2	42998
chr20	22528829	22529129	301	2	42999
chr20	22684268	22684568	301	2	43000
chr20	23042435	23042835	401	2	43001
chr20	23338618	23338997	380	2	43002
chr20	23674990	23675297	308	2	43003
chr20	23810655	23810955	301	2	43004
chr20	23944430	23944780	351	2	43005
chr20	24971369	24971880	512	2	43006
chr20	25028919	25029481	563	2	43007
chr20	25037905	25038299	395	2	43008
chr20	25177155	25177629	475	2	43009
chr20	25211755	25212055	301	2	43010
chr20	25479430	25479929	500	2	43011
chr20	25514585	25514955	371	2	43012
chr20	26087668	26087961	294	2	43013
chr20	30292461	30292671	211	2	43014
chr20	30783355	30783995	641	2	43015
chr20	30844129	30844655	527	2	43016
chr20	30936021	30936405	385	2	43017
chr20	31046771	31047167	397	2	43018
chr20	31693800	31694355	556	2	43019
chr20	32031346	32031679	334	2	43020
chr20	32157082	32157530	449	2	43021
chr20	32250438	32250955	518	2	43022
chr20	32254611	32254839	229	2	43023
chr20	32261890	32262205	316	2	43024
chr20	32615330	32615680	351	2	43025
chr20	32803771	32804125	355	2	43026
chr20	33865754	33866055	302	2	43027
chr20	34394417	34394747	331	2	43028
chr20	34579107	34579468	362	2	43029
chr20	35361505	35361868	364	2	43030
chr20	35572800	35573050	251	2	43031
chr20	35938205	35938671	467	2	43032
chr20	36125230	36125562	333	2	43033
chr20	36147500	36147950	451	2	43034
chr20	36393555	36393980	426	2	43035
chr20	36573805	36574250	446	2	43036
chr20	37001874	37002531	658	2	43037
chr20	37086281	37086561	281	2	43038
chr20	37088880	37089280	401	2	43039
chr20	37279150	37279450	301	2	43040
chr20	38424585	38424912	328	2	43041
chr20	38577311	38577631	321	2	43042
chr20	38582381	38582681	301	2	43043
chr20	39283562	39283862	301	2	43044
chr20	40027150	40027500	351	2	43045
chr20	40389118	40389668	551	2	43046
chr20	41002905	41003330	426	2	43047
chr20	41685130	41685655	526	2	43048
chr20	41791671	41792121	451	2	43049
chr20	42286005	42286405	401	2	43050
chr20	42637655	42638055	401	2	43051
chr20	42835980	42836330	351	2	43052
chr20	42862430	42862880	451	2	43053
chr20	43161130	43161430	301	2	43054
chr20	43490335	43490685	351	2	43055
chr20	43786655	43787080	426	2	43056
chr20	44096699	44097005	307	2	43057
chr20	44440855	44441255	401	2	43058
chr20	44904000	44904455	456	2	43059
chr20	44992505	44992955	451	2	43060
chr20	45530100	45530399	300	2	43061
chr20	45548685	45549080	396	2	43062
chr20	45646005	45646455	451	2	43063
chr20	45983750	45984230	481	2	43064
chr20	45985217	45985450	234	2	43065
chr20	45986503	45986662	160	2	43066
chr20	45989330	45989650	321	2	43067
chr20	46130405	46130905	501	2	43068
chr20	46687079	46687480	402	2	43069
chr20	46723168	46723529	362	2	43070
chr20	47804438	47804881	444	2	43071
chr20	48242255	48242655	401	2	43072
chr20	48477140	48477580	441	2	43073
chr20	48524726	48525076	351	2	43074
chr20	48533080	48533380	301	2	43075
chr20	48595655	48596050	396	2	43076
chr20	48599150	48599600	451	2	43077
chr20	48732255	48732480	226	2	43078
chr20	48740205	48740730	526	2	43079
chr20	48754330	48754630	301	2	43080
chr20	48902112	48902500	389	2	43081
chr20	48922699	48922999	301	2	43082
chr20	49005855	49006390	536	2	43083
chr20	49014521	49015071	551	2	43084
chr20	49126455	49126755	301	2	43085
chr20	49136012	49136380	369	2	43086
chr20	49193825	49194125	301	2	43087
chr20	49272100	49272400	301	2	43088
chr20	49465435	49465921	487	2	43089
chr20	49593771	49594030	260	2	43090
chr20	50003280	50003571	292	2	43091
chr20	50063662	50064162	501	2	43092
chr20	50102974	50103305	332	2	43093
chr20	50358785	50359180	396	2	43094
chr20	50384480	50384796	317	2	43095
chr20	50488271	50488800	530	2	43096
chr20	51672230	51672585	356	2	43097
chr20	52061005	52061380	376	2	43098
chr20	52195280	52195500	221	2	43099
chr20	52207731	52208269	539	2	43100
chr20	52226505	52226880	376	2	43101
chr20	52238067	52238428	362	2	43102
chr20	52245355	52245830	476	2	43103
chr20	52684155	52684605	451	2	43104
chr20	52691255	52691655	401	2	43105
chr20	52726579	52726829	251	2	43106
chr20	53309900	53310250	351	2	43107
chr20	55043355	55043705	351	2	43108
chr20	55363317	55363630	314	2	43109
chr20	55624797	55625153	357	2	43110
chr20	55743630	55744135	506	2	43111
chr20	56225690	56225905	216	2	43112
chr20	56243829	56244155	327	2	43113
chr20	56247096	56247512	417	2	43114
chr20	56253312	56253600	289	2	43115
chr20	56263767	56264090	324	2	43116
chr20	56277282	56277779	498	2	43117
chr20	56279862	56280235	374	2	43118
chr20	56360755	56361180	426	2	43119
chr20	56654030	56654367	338	2	43120
chr20	56717279	56717821	543	2	43121
chr20	57464005	57464280	276	2	43122
chr20	57555919	57556305	387	2	43123
chr20	57556312	57556779	468	2	43124
chr20	58420580	58420967	388	2	43125
chr20	60757579	60758105	527	2	43126
chr20	61200355	61200955	601	2	43127
chr20	61425355	61425579	225	2	43128
chr20	61822655	61823135	481	2	43129
chr20	62207162	62207475	314	2	43130
chr20	62370412	62370879	468	2	43131
chr20	62372312	62372655	344	2	43132
chr20	62515879	62516305	427	2	43133
chr20	62557380	62557830	451	2	43134
chr21	9663693	9663877	185	2	43135
chr21	10204546	10204773	228	2	43136
chr21	14976566	14976993	428	2	43137
chr21	16083766	16084116	351	2	43138
chr21	16353581	16353831	251	2	43139
chr21	16423508	16423731	224	2	43140
chr21	16672039	16672439	401	2	43141
chr21	16798025	16798393	369	2	43142
chr21	17467216	17467637	422	2	43143
chr21	17959458	17959708	251	2	43144
chr21	18948589	18948931	343	2	43145
chr21	19141387	19141981	595	2	43146
chr21	20343416	20343682	267	2	43147
chr21	22100182	22100582	401	2	43148
chr21	22165507	22165951	445	2	43149
chr21	22656131	22656586	456	2	43150
chr21	23920408	23920716	309	2	43151
chr21	24154780	24155053	274	2	43152
chr21	25324366	25324689	324	2	43153
chr21	25400787	25401137	351	2	43154
chr21	28157330	28157737	408	2	43155
chr21	28168257	28168687	431	2	43156
chr21	28171431	28171751	321	2	43157
chr21	28562931	28563231	301	2	43158
chr21	29263943	29264293	351	2	43159
chr21	29441866	29442175	310	2	43160
chr21	29628903	29629153	251	2	43161
chr21	29656181	29656453	273	2	43162
chr21	29859793	29860180	388	2	43163
chr21	30195130	30195587	458	2	43164
chr21	30257323	30257681	359	2	43165
chr21	30308393	30308743	351	2	43166
chr21	30554631	30555043	413	2	43167
chr21	30671153	30671623	471	2	43168
chr21	30808493	30808801	309	2	43169
chr21	31512053	31512353	301	2	43170
chr21	32710323	32710758	436	2	43171
chr21	33331737	33332158	422	2	43172
chr21	33739737	33740037	301	2	43173
chr21	33753487	33753837	351	2	43174
chr21	34290108	34290354	247	2	43175
chr21	36039793	36040043	251	2	43176
chr21	36236382	36236725	344	2	43177
chr21	36249823	36250173	351	2	43178
chr21	37508011	37508393	383	2	43179
chr21	37536781	37537081	301	2	43180
chr21	37566387	37566693	307	2	43181
chr21	37597953	37598475	523	2	43182
chr21	37693336	37693543	208	2	43183
chr21	37757423	37757873	451	2	43184
chr21	37853803	37854153	351	2	43185
chr21	37860193	37860493	301	2	43186
chr21	37974941	37975381	441	2	43187
chr21	38072628	38073061	434	2	43188
chr21	38073939	38074189	251	2	43189
chr21	38075881	38076180	300	2	43190
chr21	38195543	38195993	451	2	43191
chr21	38817408	38817743	336	2	43192
chr21	39082831	39083301	471	2	43193
chr21	39695795	39696043	249	2	43194
chr21	39849111	39849392	282	2	43195
chr21	39849801	39850167	367	2	43196
chr21	39873643	39873944	302	2	43197
chr21	39901831	39902273	443	2	43198
chr21	39910481	39910881	401	2	43199
chr21	40123630	40123987	358	2	43200
chr21	40191480	40191800	321	2	43201
chr21	40203230	40203580	351	2	43202
chr21	40817611	40818003	393	2	43203
chr21	41193808	41194108	301	2	43204
chr21	41419058	41419458	401	2	43205
chr21	42512832	42513203	372	2	43206
chr21	42692511	42692775	265	2	43207
chr21	42722766	42723175	410	2	43208
chr21	42850680	42851182	503	2	43209
chr21	42853682	42854031	350	2	43210
chr21	42855906	42856106	201	2	43211
chr21	43025701	43026001	301	2	43212
chr21	43062080	43062387	308	2	43213
chr21	43100443	43100786	344	2	43214
chr21	43127725	43128036	312	2	43215
chr21	43145403	43145803	401	2	43216
chr21	43188830	43189293	464	2	43217
chr21	43198381	43198681	301	2	43218
chr21	43537430	43537830	401	2	43219
chr21	43640484	43640893	410	2	43220
chr21	43733781	43734201	421	2	43221
chr21	43735411	43735703	293	2	43222
chr21	43883093	43883437	345	2	43223
chr21	43966823	43967387	565	2	43224
chr21	44139743	44140143	401	2	43225
chr21	44168981	44169199	219	2	43226
chr21	44242687	44243143	457	2	43227
chr21	44582943	44583343	401	2	43228
chr21	44833944	44834437	494	2	43229
chr21	45323603	45324031	429	2	43230
chr21	45431853	45432161	309	2	43231
chr21	45472199	45472693	495	2	43232
chr21	45614093	45614730	638	2	43233
chr21	45626430	45626881	452	2	43234
chr21	45665853	45666203	351	2	43235
chr21	45929453	45929753	301	2	43236
chr21	46003001	46003716	716	2	43237
chr21	46285243	46285623	381	2	43238
chr21	46331334	46331803	470	2	43239
chr21	46749931	46750381	451	2	43240
chr21	46768187	46768587	401	2	43241
chr21	46975734	46976201	468	2	43242
chr21	47648323	47648643	321	2	43243
chr21	47916787	47917243	457	2	43244
chr21	47955787	47956251	465	2	43245
chr21	48055604	48056023	420	2	43246
chr22	16946194	16946615	422	2	43247
chr22	17180315	17180694	380	2	43248
chr22	17562094	17562444	351	2	43249
chr22	17565515	17566094	580	2	43250
chr22	17639894	17640144	251	2	43251
chr22	17723665	17724039	375	2	43252
chr22	17809989	17810444	456	2	43253
chr22	18060865	18061365	501	2	43254
chr22	18136894	18137244	351	2	43255
chr22	18189446	18189846	401	2	43256
chr22	18402515	18402865	351	2	43257
chr22	18540561	18540952	392	2	43258
chr22	19109629	19109879	251	2	43259
chr22	19259147	19259515	369	2	43260
chr22	19602765	19603094	330	2	43261
chr22	19932410	19932965	556	2	43262
chr22	20009446	20009715	270	2	43263
chr22	20849551	20849869	319	2	43264
chr22	21197852	21198302	451	2	43265
chr22	22151251	22151644	394	2	43266
chr22	22402897	22403297	401	2	43267
chr22	22735794	22736194	401	2	43268
chr22	23534394	23534822	429	2	43269
chr22	23648044	23648536	493	2	43270
chr22	23707797	23708194	398	2	43271
chr22	23771447	23771897	451	2	43272
