"gene"	"chr"	"start"	"end"	"size"	"ARtal"	"enhid"
"CNTNAP1"	"17"	40776109	40776644	536	9	19493
"EZH1"	"17"	40776109	40776644	536	9	19493
"COA3"	"17"	40776109	40776644	536	9	19493
"CNTD1"	"17"	40776109	40776644	536	9	19493
"LOC108783654"	"17"	40776109	40776644	536	9	19493
"HSD17B1"	"17"	40776109	40776644	536	9	19493
"COASY"	"17"	40776109	40776644	536	9	19493
"TUBG1"	"17"	40776109	40776644	536	9	19493
"FAM134C"	"17"	40776109	40776644	536	9	19493
"LINC00910"	"17"	41438300	41438906	607	9	19495
"DHX8"	"17"	41438300	41438906	607	9	19495
"DUSP3"	"17"	41438300	41438906	607	9	19495
"C17orf105"	"17"	41438300	41438906	607	9	19495
"LINC00854"	"17"	41438300	41438906	607	9	19495
"KANSL1-AS1"	"17"	44176906	44177597	692	9	19496
"TTLL6"	"17"	46879429	46880009	581	9	19498
"CALCOCO2"	"17"	46879429	46880009	581	9	19498
"LOC105371814"	"17"	46879429	46880009	581	9	19498
"UBE2Z"	"17"	46879429	46880009	581	9	19498
"HOXB8"	"17"	46879429	46880009	581	9	19498
"HOXB9"	"17"	46879429	46880009	581	9	19498
"ATP5G1"	"17"	46879429	46880009	581	9	19498
"PRAC1"	"17"	46879429	46880009	581	9	19498
"PRAC2"	"17"	46879429	46880009	581	9	19498
"MIR3185"	"17"	46879429	46880009	581	9	19498
"HOXB13"	"17"	46879429	46880009	581	9	19498
"SLC35B1"	"17"	47890422	47890923	502	9	19500
"FAM117A"	"17"	47890422	47890923	502	9	19500
"KAT7"	"17"	47890422	47890923	502	9	19500
"TOB1"	"17"	48933228	48933852	625	9	19501
"TOB1-AS1"	"17"	48933228	48933852	625	9	19501
"NME1-NME2"	"17"	48933228	48933852	625	9	19501
"NME1"	"17"	48933228	48933852	625	9	19501
"SPATA20"	"17"	48933228	48933852	625	9	19501
"LOC105371824"	"17"	48933228	48933852	625	9	19501
"AKAP1"	"17"	55112228	55112686	459	9	19507
"SCPEP1"	"17"	55112228	55112686	459	9	19507
"TRIM25"	"17"	55184759	55185328	570	9	19508
"AKAP1"	"17"	55184759	55185328	570	9	19508
"CUEDC1"	"17"	55989375	55990029	655	9	19509
"VEZF1"	"17"	55989375	55990029	655	9	19509
"SRSF1"	"17"	55989375	55990029	655	9	19509
"AKAP1"	"17"	55989375	55990029	655	9	19509
"MRPS23"	"17"	55989375	55990029	655	9	19509
"CYB561"	"17"	61116778	61117199	422	9	19510
"ARHGAP27P1-BPTFP1-KPNA2P3"	"17"	62747459	62747959	501	9	19511
"ARHGAP27P1"	"17"	62747459	62747959	501	9	19511
"MIR6080"	"17"	62747459	62747959	501	9	19511
"MILR1"	"17"	62747459	62747959	501	9	19511
"CEP95"	"17"	62747459	62747959	501	9	19511
"DDX5"	"17"	62747459	62747959	501	9	19511
"MIR3064"	"17"	62747459	62747959	501	9	19511
"MIR5047"	"17"	62747459	62747959	501	9	19511
"SMURF2"	"17"	62747459	62747959	501	9	19511
"CACNG4"	"17"	64954259	64954709	451	9	19513
"KCNJ2-AS1"	"17"	68187325	68187778	454	9	19515
"KCNJ2"	"17"	68187325	68187778	454	9	19515
"KCTD2"	"17"	73020774	73021229	456	9	19519
"HN1"	"17"	73020774	73021229	456	9	19519
"NUP85"	"17"	73020774	73021229	456	9	19519
"HID1"	"17"	73020774	73021229	456	9	19519
"HID1-AS1"	"17"	73020774	73021229	456	9	19519
"CDR2L"	"17"	73020774	73021229	456	9	19519
"MRPL58"	"17"	73020774	73021229	456	9	19519
"CBX2"	"17"	77631678	77632206	529	9	19521
"CBX4"	"17"	77631678	77632206	529	9	19521
"TBC1D16"	"17"	77631678	77632206	529	9	19521
"CCDC40"	"17"	77631678	77632206	529	9	19521
"CANT1"	"17"	77631678	77632206	529	9	19521
"BAHCC1"	"17"	79017537	79018109	573	9	19523
"MIR4740"	"17"	79017537	79018109	573	9	19523
"BAHCC1"	"17"	79024929	79025406	478	9	19524
"MIR4740"	"17"	79024929	79025406	478	9	19524
"TBC1D16"	"17"	79024929	79025406	478	9	19524
"CCDC40"	"17"	79024929	79025406	478	9	19524
"CHMP6"	"17"	79024929	79025406	478	9	19524
"BAIAP2"	"17"	79024929	79025406	478	9	19524
"BAIAP2-AS1"	"17"	79024929	79025406	478	9	19524
"EIF4A3"	"17"	79024929	79025406	478	9	19524
"MCRIP1"	"17"	79779609	79780113	505	9	19526
"PPP1R27"	"17"	79779609	79780113	505	9	19526
"P4HB"	"17"	79779609	79780113	505	9	19526
"OXLD1"	"17"	79779609	79780113	505	9	19526
"CCDC137"	"17"	79779609	79780113	505	9	19526
"MRPL12"	"17"	79779609	79780113	505	9	19526
"SLC25A10"	"17"	79779609	79780113	505	9	19526
"WDR45B"	"17"	80517447	80518029	583	9	19527
"LOC101929552"	"17"	80517447	80518029	583	9	19527
"FN3KRP"	"17"	80517447	80518029	583	9	19527
"TBCD"	"17"	80517447	80518029	583	9	19527
"TMEM105"	"17"	80517447	80518029	583	9	19527
"FASN"	"17"	80517447	80518029	583	9	19527
"CCDC57"	"17"	80517447	80518029	583	9	19527
"CSNK1D"	"17"	80517447	80518029	583	9	19527
"LINC01970"	"17"	80517447	80518029	583	9	19527
"SECTM1"	"17"	80517447	80518029	583	9	19527
"TEX19"	"17"	80517447	80518029	583	9	19527
"C17orf62"	"17"	80517447	80518029	583	9	19527
"FOXK2"	"17"	80517447	80518029	583	9	19527
"METRNL"	"17"	80989887	80990394	508	9	19528
"B3GNTL1"	"17"	80989887	80990394	508	9	19528
"DLGAP1-AS1"	"18"	3340860	3341245	386	9	19530
"ANKRD62"	"18"	12103235	12103685	451	9	19536
"ANKRD62"	"18"	12264900	12265318	419	9	19537
"LAMA3"	"18"	21130858	21131246	389	9	19540
"NPC1"	"18"	21130858	21131246	389	9	19540
"DSG2"	"18"	28770935	28771345	411	9	19541
"DSC3"	"18"	28770935	28771345	411	9	19541
"DSCAS"	"18"	28770935	28771345	411	9	19541
"DSC2"	"18"	28770935	28771345	411	9	19541
"DSC1"	"18"	28770935	28771345	411	9	19541
"C18orf25"	"18"	43835944	43836449	506	9	19544
"ATP8B1"	"18"	55382794	55383335	542	9	19548
"FECH"	"18"	55819549	55820085	537	9	19549
"NARS"	"18"	55819549	55820085	537	9	19549
"NEDD4L"	"18"	55819549	55820085	537	9	19549
"FECH"	"18"	55982304	55983090	787	9	19550
"NEDD4L"	"18"	55982304	55983090	787	9	19550
"FECH"	"18"	55988010	55988744	735	9	19551
"NEDD4L"	"18"	55988010	55988744	735	9	19551
"MALT1"	"18"	56239850	56240394	545	9	19552
"LOC101927322"	"18"	56239850	56240394	545	9	19552
"TIMM13"	"19"	2602384	2602843	460	9	19562
"MIR7108"	"19"	2602384	2602843	460	9	19562
"GADD45B"	"19"	2602384	2602843	460	9	19562
"OAZ1"	"19"	2602384	2602843	460	9	19562
"LSM7"	"19"	2602384	2602843	460	9	19562
"SPPL2B"	"19"	2602384	2602843	460	9	19562
"LMNB2"	"19"	2602384	2602843	460	9	19562
"LINC01775"	"19"	2602384	2602843	460	9	19562
"DOHH"	"19"	3374709	3375418	710	9	19563
"NDUFA11"	"19"	5937916	5938559	644	9	19565
"VMAC"	"19"	5937916	5938559	644	9	19565
"STX10"	"19"	13094031	13094714	684	9	19572
"IER2"	"19"	13094031	13094714	684	9	19572
"MIR6515"	"19"	13164514	13165174	661	9	19574
"RAD23A"	"19"	13164514	13165174	661	9	19574
"GADD45GIP1"	"19"	13164514	13165174	661	9	19574
"STX10"	"19"	13164514	13165174	661	9	19574
"IER2"	"19"	13164514	13165174	661	9	19574
"DAND5"	"19"	13164514	13165174	661	9	19574
"NFIX"	"19"	13164514	13165174	661	9	19574
"NACC1"	"19"	13164514	13165174	661	9	19574
"TRMT1"	"19"	13164514	13165174	661	9	19574
"MED26"	"19"	16599627	16600193	567	9	19575
"IFI30"	"19"	18140459	18141084	626	9	19576
"MPV17L2"	"19"	18140459	18141084	626	9	19576
"KIAA1683"	"19"	18140459	18141084	626	9	19576
"JUND"	"19"	18140459	18141084	626	9	19576
"MIR3188"	"19"	18140459	18141084	626	9	19576
"GDF15"	"19"	18140459	18141084	626	9	19576
"MIR3189"	"19"	18140459	18141084	626	9	19576
"RPL18A"	"19"	18140459	18141084	626	9	19576
"SNORA68"	"19"	18140459	18141084	626	9	19576
"ARRDC2"	"19"	18140459	18141084	626	9	19576
"GPATCH1"	"19"	33487864	33488461	598	9	19578
"ANKRD27"	"19"	33487864	33488461	598	9	19578
"RGS9BP"	"19"	33487864	33488461	598	9	19578
"CEP89"	"19"	33487864	33488461	598	9	19578
"FAAP24"	"19"	33487864	33488461	598	9	19578
"MIR6887"	"19"	35328164	35328593	430	9	19582
"LINC01801"	"19"	35328164	35328593	430	9	19582
"MIR6887"	"19"	35331643	35332103	461	9	19583
"LINC01801"	"19"	35331643	35332103	461	9	19583
"LSR"	"19"	35704764	35705316	553	9	19584
"USF2"	"19"	35704764	35705316	553	9	19584
"SPINT2"	"19"	38548524	38549514	991	9	19588
"CATSPERG"	"19"	38548524	38549514	991	9	19588
"USF2"	"19"	38548524	38549514	991	9	19588
"HAMP"	"19"	38548524	38549514	991	9	19588
"SIPA1L3"	"19"	38548524	38549514	991	9	19588
"WDR87"	"19"	38548524	38549514	991	9	19588
"HNRNPUL1"	"19"	41109481	41110112	632	9	19591
"AKT2"	"19"	41109481	41110112	632	9	19591
"MIR641"	"19"	41109481	41110112	632	9	19591
"SERTAD1"	"19"	41109481	41110112	632	9	19591
"SERTAD3"	"19"	41109481	41110112	632	9	19591
"SPTBN4"	"19"	41109481	41110112	632	9	19591
"BLVRB"	"19"	41109481	41110112	632	9	19591
"SHKBP1"	"19"	41109481	41110112	632	9	19591
"ERCC1"	"19"	45958824	45959514	691	9	19594
"HSD17B14"	"19"	49321712	49322062	351	9	19596
"PLEKHA4"	"19"	49321712	49322062	351	9	19596
"PPP1R15A"	"19"	49321712	49322062	351	9	19596
"NUCB1"	"19"	49321712	49322062	351	9	19596
"TULP2"	"19"	49321712	49322062	351	9	19596
"BAX"	"19"	49321712	49322062	351	9	19596
"FTL"	"19"	49321712	49322062	351	9	19596
"GYS1"	"19"	49321712	49322062	351	9	19596
"RUVBL2"	"19"	49321712	49322062	351	9	19596
"HRC"	"19"	49321712	49322062	351	9	19596
"FAM83E"	"19"	49321712	49322062	351	9	19596
"RPL18"	"19"	49321712	49322062	351	9	19596
"SPHK2"	"19"	49321712	49322062	351	9	19596
"SEC1P"	"19"	49321712	49322062	351	9	19596
"DBP"	"19"	49321712	49322062	351	9	19596
"CA11"	"19"	49321712	49322062	351	9	19596
"MAMSTR"	"19"	49321712	49322062	351	9	19596
"IZUMO1"	"19"	49321712	49322062	351	9	19596
"FUT1"	"19"	49321712	49322062	351	9	19596
"FGF21"	"19"	49321712	49322062	351	9	19596
"BCAT2"	"19"	49321712	49322062	351	9	19596
"ZNF417"	"19"	58322174	58322664	491	9	19602
"ZNF329"	"19"	58322174	58322664	491	9	19602
"ZNF264"	"19"	58322174	58322664	491	9	19602
"ZNF460"	"19"	58322174	58322664	491	9	19602
"LOC105372476"	"19"	58322174	58322664	491	9	19602
"ZNF17"	"19"	58322174	58322664	491	9	19602
"ZNF749"	"19"	58322174	58322664	491	9	19602
"ZNF419"	"19"	58322174	58322664	491	9	19602
"ZNF549"	"19"	58322174	58322664	491	9	19602
"ZNF530"	"19"	58322174	58322664	491	9	19602
"ZNF134"	"19"	58322174	58322664	491	9	19602
"ZNF551"	"19"	58322174	58322664	491	9	19602
"ZNF154"	"19"	58322174	58322664	491	9	19602
"ZNF586"	"19"	58322174	58322664	491	9	19602
"TAF1B"	"2"	9930843	9931469	627	9	19605
"IAH1"	"2"	9930843	9931469	627	9	19605
"ADAM17"	"2"	9930843	9931469	627	9	19605
"YWHAQ"	"2"	9930843	9931469	627	9	19605
"RRM2"	"2"	9930843	9931469	627	9	19605
"MIR4757"	"2"	19005579	19006157	579	9	19610
"PPP1CB"	"2"	28906057	28906761	705	9	19615
"ATL2"	"2"	38667861	38668346	486	9	19619
"EML4"	"2"	42360042	42360729	688	9	19624
"LOC102723824"	"2"	42360042	42360729	688	9	19624
"COX7A2L"	"2"	42360042	42360729	688	9	19624
"COX7A2L"	"2"	42880992	42881461	470	9	19625
"SRBD1"	"2"	46165779	46166461	683	9	19628
"PRKCE"	"2"	46165779	46166461	683	9	19628
"COMMD1"	"2"	62534057	62534543	487	9	19633
"CCT4"	"2"	62534057	62534543	487	9	19633
"TBC1D8"	"2"	101692807	101693411	605	9	19641
"TBC1D8-AS1"	"2"	101692807	101693411	605	9	19641
"CNOT11"	"2"	101692807	101693411	605	9	19641
"RNF149"	"2"	101692807	101693411	605	9	19641
"MIR5696"	"2"	101692807	101693411	605	9	19641
"PDCL3"	"2"	101692807	101693411	605	9	19641
"RPL31"	"2"	101692807	101693411	605	9	19641
"RNF149"	"2"	102438511	102438931	421	9	19642
"MIR5696"	"2"	102438511	102438931	421	9	19642
"MAP4K4"	"2"	102438511	102438931	421	9	19642
"SLC9A2"	"2"	103155769	103156244	476	9	19643
"CCDC138"	"2"	109449561	109450069	509	9	19646
"ACOXL-AS1"	"2"	111531096	111531594	499	9	19647
"BCL2L11"	"2"	111531096	111531594	499	9	19647
"BUB1"	"2"	111531096	111531594	499	9	19647
"LINC01101"	"2"	121238643	121239216	574	9	19651
"TUBA3E"	"2"	130864574	130865194	621	9	19653
"RAB6C-AS1"	"2"	130864574	130865194	621	9	19653
"RAB6C"	"2"	130864574	130865194	621	9	19653
"LOC100144595"	"2"	155303839	155304607	769	9	19663
"METAP1D"	"2"	172802431	172803011	581	9	19675
"DLX1"	"2"	172802431	172803011	581	9	19675
"DLX2"	"2"	172802431	172803011	581	9	19675
"DLX2-AS1"	"2"	172802431	172803011	581	9	19675
"SLC25A12"	"2"	172802431	172803011	581	9	19675
"HAT1"	"2"	172802431	172803011	581	9	19675
"DUSP19"	"2"	183885611	183886081	471	9	19678
"NABP1"	"2"	192502861	192503311	451	9	19680
"CREB1"	"2"	208444133	208444761	629	9	19685
"TRIP12"	"2"	230808842	230809287	446	9	19697
"FBXO36"	"2"	230808842	230809287	446	9	19697
"SCARNA5"	"2"	234280769	234281411	643	9	19698
"HJURP"	"2"	234839505	234840057	553	9	19700
"MSL3P1"	"2"	234839505	234840057	553	9	19700
"TRPM8"	"2"	234839505	234840057	553	9	19700
"ESPNL"	"2"	238988457	238988988	532	9	19704
"KLHL30"	"2"	238988457	238988988	532	9	19704
"ILKAP"	"2"	238988457	238988988	532	9	19704
"HES6"	"2"	238988457	238988988	532	9	19704
"PER2"	"2"	238988457	238988988	532	9	19704
"RAMP1"	"2"	238988457	238988988	532	9	19704
"UBE2F"	"2"	238988457	238988988	532	9	19704
"UBE2F-SCLY"	"2"	238988457	238988988	532	9	19704
"SCLY"	"2"	238988457	238988988	532	9	19704
"LOC285095"	"2"	242834046	242834432	387	9	19705
"LINC01238"	"2"	242834046	242834432	387	9	19705
"LINC01881"	"2"	242834046	242834432	387	9	19705
"THAP4"	"2"	242834046	242834432	387	9	19705
"ATG4B"	"2"	242834046	242834432	387	9	19705
"D2HGDH"	"2"	242834046	242834432	387	9	19705
"GAL3ST2"	"2"	242834046	242834432	387	9	19705
"PSMF1"	"20"	822755	823371	617	9	19709
"LOC105372493"	"20"	822755	823371	617	9	19709
"TMEM230"	"20"	4947880	4948405	526	9	19711
"PCNA-AS1"	"20"	4947880	4948405	526	9	19711
"CDS2"	"20"	4947880	4948405	526	9	19711
"PCNA"	"20"	4947880	4948405	526	9	19711
"PLCB4"	"20"	9315411	9315967	557	9	19713
"MIR6870"	"20"	10559121	10559670	550	9	19714
"JAG1"	"20"	10559121	10559670	550	9	19714
"LOC339593"	"20"	10559121	10559670	550	9	19714
"SLX4IP"	"20"	10559121	10559670	550	9	19714
"MKKS"	"20"	10559121	10559670	550	9	19714
"ACSS1"	"20"	24985780	24986285	506	9	19722
"APMAP"	"20"	24985780	24986285	506	9	19722
"LOC101926889"	"20"	24985780	24986285	506	9	19722
"ENTPD6"	"20"	24985780	24986285	506	9	19722
"ABHD12"	"20"	24985780	24986285	506	9	19722
"HM13-AS1"	"20"	30210555	30211030	476	9	19724
"BCL2L1"	"20"	30210555	30211030	476	9	19724
"ABALON"	"20"	30210555	30211030	476	9	19724
"TPX2"	"20"	30210555	30211030	476	9	19724
"ID1"	"20"	30210555	30211030	476	9	19724
"MIR3193"	"20"	30210555	30211030	476	9	19724
"AHCY"	"20"	32768050	32768547	498	9	19727
"ASIP"	"20"	32768050	32768547	498	9	19727
"EIF2S2"	"20"	32768050	32768547	498	9	19727
"EDEM2"	"20"	33780350	33780830	481	9	19728
"PROCR"	"20"	33780350	33780830	481	9	19728
"MMP24-AS1"	"20"	33780350	33780830	481	9	19728
"EIF6"	"20"	33780350	33780830	481	9	19728
"FAM83C-AS1"	"20"	33780350	33780830	481	9	19728
"FAM83C"	"20"	33780350	33780830	481	9	19728
"SLC2A10"	"20"	45344021	45344479	459	9	19732
"PTPN1"	"20"	49038830	49039369	540	9	19736
"MIR645"	"20"	49038830	49039369	540	9	19736
"UBE2V1"	"20"	49038830	49039369	540	9	19736
"TMEM189-UBE2V1"	"20"	49038830	49039369	540	9	19736
"TMEM189"	"20"	49038830	49039369	540	9	19736
"CEBPB-AS1"	"20"	49038830	49039369	540	9	19736
"CEBPB"	"20"	49038830	49039369	540	9	19736
"CEBPB-AS1"	"20"	49409330	49409921	592	9	19737
"CEBPB"	"20"	49409330	49409921	592	9	19737
"APP"	"21"	27307143	27307737	595	9	19747
"TMPRSS2"	"21"	42936699	42937334	636	9	19760
"UMODL1"	"21"	43021703	43022431	729	9	19761
"TMPRSS2"	"21"	43021703	43022431	729	9	19761
"PRDM15"	"21"	43683001	43683643	643	9	19762
"PRDM15"	"21"	43940743	43941253	511	9	19763
"RSPH1"	"21"	43940743	43941253	511	9	19763
"LOC101930094"	"21"	43940743	43941253	511	9	19763
"SLC37A1"	"21"	43940743	43941253	511	9	19763
"ICOSLG"	"21"	45604536	45605104	569	9	19765
"PFKL"	"21"	45604536	45605104	569	9	19765
"MICAL3"	"22"	18484129	18484705	577	9	19766
"LINC01634"	"22"	18484129	18484705	577	9	19766
"LOC100128531"	"22"	25471993	25472565	573	9	19767
"RHBDD3"	"22"	29492744	29493303	560	9	19769
"EWSR1"	"22"	29492744	29493303	560	9	19769
"CHEK2"	"22"	29492744	29493303	560	9	19769
"HSCB"	"22"	29492744	29493303	560	9	19769
"XBP1"	"22"	29492744	29493303	560	9	19769
"KREMEN1"	"22"	29492744	29493303	560	9	19769
"RHBDD3"	"22"	30819932	30820393	462	9	19773
"EWSR1"	"22"	30819932	30820393	462	9	19773
"SMTN"	"22"	31451315	31451994	680	9	19774
"MORC2"	"22"	31451315	31451994	680	9	19774
"TUG1"	"22"	31451315	31451994	680	9	19774
"MYH9"	"22"	36733336	36734046	711	9	19780
"TXN2"	"22"	36733336	36734046	711	9	19780
"FOXRED2"	"22"	36733336	36734046	711	9	19780
"TST"	"22"	36733336	36734046	711	9	19780
"MPST"	"22"	36733336	36734046	711	9	19780
"APOL2"	"22"	36733336	36734046	711	9	19780
"POLDIP3"	"22"	42935265	42935894	630	9	19784
"RNU12"	"22"	42935265	42935894	630	9	19784
"SERHL"	"22"	42935265	42935894	630	9	19784
"NUP50-AS1"	"22"	45501083	45501702	620	9	19786
"NUP50"	"22"	45501083	45501702	620	9	19786
"LOC284930"	"22"	47856644	47857094	451	9	19788
"LINC00898"	"22"	47856644	47857094	451	9	19788
"FAM19A5"	"22"	48640762	48641519	758	9	19789
"TRABD"	"22"	51060394	51060955	562	9	19792
"PLXNB2"	"22"	51060394	51060955	562	9	19792
"SRGAP3-AS2"	"3"	9191187	9191662	476	9	19797
"CHCHD4"	"3"	14159297	14159701	405	9	19799
"TMEM43"	"3"	14159297	14159701	405	9	19799
"XPC"	"3"	14159297	14159701	405	9	19799
"LSM3"	"3"	14159297	14159701	405	9	19799
"FGD5P1"	"3"	14159297	14159701	405	9	19799
"SLC25A38"	"3"	39489532	39490047	516	9	19809
"RPSA"	"3"	39489532	39490047	516	9	19809
"SNORA62"	"3"	39489532	39490047	516	9	19809
"SNORA6"	"3"	39489532	39490047	516	9	19809
"MYRIP"	"3"	40024454	40025171	718	9	19810
"VIPR1"	"3"	42278068	42278573	506	9	19812
"SEC22C"	"3"	42278068	42278573	506	9	19812
"NKTR"	"3"	42278068	42278573	506	9	19812
"LARS2"	"3"	45448447	45449001	555	9	19814
"ELP6"	"3"	47695699	47696173	475	9	19817
"SMARCC1"	"3"	47695699	47696173	475	9	19817
"TUSC2"	"3"	50483151	50483773	623	9	19821
"RASSF1"	"3"	50483151	50483773	623	9	19821
"RASSF1-AS1"	"3"	50483151	50483773	623	9	19821
"ZMYND10"	"3"	50483151	50483773	623	9	19821
"NPRL2"	"3"	50483151	50483773	623	9	19821
"CYB561D2"	"3"	50483151	50483773	623	9	19821
"TMEM110-MUSTN1"	"3"	52906100	52906601	502	9	19823
"TMEM110"	"3"	52906100	52906601	502	9	19823
"SFMBT1"	"3"	52906100	52906601	502	9	19823
"RPP14"	"3"	57903797	57904221	425	9	19826
"ARF4"	"3"	57903797	57904221	425	9	19826
"ARF4-AS1"	"3"	57903797	57904221	425	9	19826
"FLNB"	"3"	57903797	57904221	425	9	19826
"PDE12"	"3"	57903797	57904221	425	9	19826
"FLNB"	"3"	58045250	58045683	434	9	19827
"MITF"	"3"	69811049	69811479	431	9	19832
"FOXP1"	"3"	71060573	71061079	507	9	19833
"LOC105377162"	"3"	72677249	72677699	451	9	19836
"RPL24"	"3"	101511468	101511999	532	9	19848
"CEP97"	"3"	101511468	101511999	532	9	19848
"NXPE3"	"3"	101511468	101511999	532	9	19848
"DZIP3"	"3"	108275050	108275449	400	9	19853
"KIAA1524"	"3"	108275050	108275449	400	9	19853
"ABHD10"	"3"	111643112	111643599	488	9	19858
"RABL3"	"3"	120273199	120273699	501	9	19859
"GTF2E1"	"3"	120273199	120273699	501	9	19859
"STXBP5L"	"3"	120273199	120273699	501	9	19859
"MIR5682"	"3"	120273199	120273699	501	9	19859
"GSK3B"	"3"	120273199	120273699	501	9	19859
"GPR156"	"3"	120273199	120273699	501	9	19859
"LRRC58"	"3"	120273199	120273699	501	9	19859
"FSTL1"	"3"	120273199	120273699	501	9	19859
"KPNA1"	"3"	122529223	122529919	697	9	19860
"DIRC2"	"3"	122529223	122529919	697	9	19860
"HSPBAP1"	"3"	122529223	122529919	697	9	19860
"EEFSEC"	"3"	128080919	128081499	581	9	19864
"RUVBL1"	"3"	128080919	128081499	581	9	19864
"ACPP"	"3"	131951065	131951799	735	9	19866
"DNAJC13"	"3"	131951065	131951799	735	9	19866
"BFSP2-AS1"	"3"	133171750	133172252	503	9	19867
"TOPBP1"	"3"	133171750	133172252	503	9	19867
"CDV3"	"3"	133171750	133172252	503	9	19867
"AMOTL2"	"3"	134100651	134101147	497	9	19869
"MIR6827"	"3"	134100651	134101147	497	9	19869
"STAG1"	"3"	136336223	136336701	479	9	19870
"PIK3CB"	"3"	138446352	138447149	798	9	19871
"CEP70"	"3"	138446352	138447149	798	9	19871
"AGTR1"	"3"	148326502	148327001	500	9	19874
"TM4SF1"	"3"	149089051	149089552	502	9	19876
"TM4SF1-AS1"	"3"	149089051	149089552	502	9	19876
"TM4SF4"	"3"	149089051	149089552	502	9	19876
"LINC01213"	"3"	149089051	149089552	502	9	19876
"TM4SF18"	"3"	149089051	149089552	502	9	19876
"RNF13"	"3"	149252675	149253273	599	9	19877
"LOC101928105"	"3"	150407450	150407850	401	9	19878
"SERP1"	"3"	150407450	150407850	401	9	19878
"EIF2A"	"3"	150407450	150407850	401	9	19878
"SELENOT"	"3"	150407450	150407850	401	9	19878
"TNFSF10"	"3"	172237819	172238568	750	9	19885
"ECT2"	"3"	172365649	172366171	523	9	19886
"MIR4789"	"3"	175074619	175075051	433	9	19888
"LINC02015"	"3"	177615762	177616349	588	9	19889
"YEATS2"	"3"	183361186	183361677	492	9	19893
"DVL3"	"3"	183716284	183716762	479	9	19894
"BCL6"	"3"	187975251	187975699	449	9	19897
"BCL6"	"3"	188341947	188342584	638	9	19898
"XXYLT1"	"3"	194903029	194903723	695	9	19901
"PPP1R2"	"3"	194903029	194903723	695	9	19901
"TMEM44"	"3"	194903029	194903723	695	9	19901
"LSG1"	"3"	194903029	194903723	695	9	19901
"FAM43A"	"3"	194903029	194903723	695	9	19901
"LINC01968"	"3"	194903029	194903723	695	9	19901
"MIR3137"	"3"	194903029	194903723	695	9	19901
"XXYLT1-AS2"	"3"	194903029	194903723	695	9	19901
"MUC20"	"3"	195454259	195454852	594	9	19903
"GRPEL1"	"4"	6793905	6794400	496	9	19906
"BLOC1S4"	"4"	6793905	6794400	496	9	19906
"TBC1D14"	"4"	6967865	6968457	593	9	19907
"BOD1L1"	"4"	13672184	13672787	604	9	19911
"MIR5091"	"4"	13672184	13672787	604	9	19911
"RELL1"	"4"	38011522	38012015	494	9	19919
"PGM2"	"4"	38011522	38012015	494	9	19919
"TBC1D1"	"4"	38011522	38012015	494	9	19919
"KLF3-AS1"	"4"	38730287	38730900	614	9	19920
"KLF3"	"4"	38730287	38730900	614	9	19920
"RBM47"	"4"	40460634	40461148	515	9	19921
"N4BP2"	"4"	40460634	40461148	515	9	19921
"LOC344967"	"4"	40460634	40461148	515	9	19921
"RHOH"	"4"	40460634	40461148	515	9	19921
"APBB2"	"4"	41131336	41131884	549	9	19922
"SLC30A9"	"4"	42050372	42050855	484	9	19923
"PAPSS1"	"4"	108603436	108603857	422	9	19945
"HADH"	"4"	108798472	108799005	534	9	19946
"MGST2"	"4"	141226284	141226850	567	9	19954
"MAML3"	"4"	141226284	141226850	567	9	19954
"ZNF827"	"4"	146955837	146956440	604	9	19956
"LSM6"	"4"	146955837	146956440	604	9	19956
"MMAA"	"4"	146955837	146956440	604	9	19956
"CENPU"	"4"	185899155	185899757	603	9	19970
"SLED1"	"4"	185899155	185899757	603	9	19970
"LINC01093"	"4"	185899155	185899757	603	9	19970
"FBXL7"	"5"	15483499	15484023	525	9	19981
"MIR4279"	"5"	31990681	31991281	601	9	19986
"SUB1"	"5"	32199744	32200188	445	9	19987
"GOLPH3"	"5"	32199744	32200188	445	9	19987
"MTMR12"	"5"	32199744	32200188	445	9	19987
"HMGCS1"	"5"	43208838	43209380	543	9	19992
"PARP8"	"5"	50142030	50142436	407	9	19993
"MIR5687"	"5"	54686281	54686807	527	9	19998
"RNF138P1"	"5"	54686281	54686807	527	9	19998
"MIR5687"	"5"	54733780	54734436	657	9	19999
"RNF138P1"	"5"	54733780	54734436	657	9	19999
"SLC38A9"	"5"	54733780	54734436	657	9	19999
"MAP3K1"	"5"	56145330	56145881	552	9	20000
"SMIM15"	"5"	61419975	61420484	510	9	20003
"SMIM15-AS1"	"5"	61419975	61420484	510	9	20003
"ADAMTS6"	"5"	64114032	64114581	550	9	20004
"PPWD1"	"5"	64114032	64114581	550	9	20004
"CENPK"	"5"	64114032	64114581	550	9	20004
"MAST4-AS1"	"5"	66277407	66278031	625	9	20005
"CARTPT"	"5"	70949981	70950534	554	9	20007
"MRPS27"	"5"	70949981	70950534	554	9	20007
"PTCD2"	"5"	70949981	70950534	554	9	20007
"BDP1"	"5"	70949981	70950534	554	9	20007
"MCCC2"	"5"	70949981	70950534	554	9	20007
"MRPS27"	"5"	71045581	71046123	543	9	20008
"PTCD2"	"5"	71045581	71046123	543	9	20008
"LOC102724392"	"5"	71045581	71046123	543	9	20008
"MCCC2"	"5"	71045581	71046123	543	9	20008
"CARTPT"	"5"	71045581	71046123	543	9	20008
